DATE,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M,WS2M,GWETTOP
1984-04-19,25.77,10.76,0.22,9.58,2.52,0.45
1984-04-20,25.5,10.76,0.3,9.89,2.2,0.45
1984-04-21,25.25,11.01,7.59,10.8,2.19,0.48
1984-04-22,24.12,11.48,9.92,11.35,2.11,0.52
1984-04-23,24.92,12.3,16.95,11.6,2.22,0.58
1984-04-24,23.96,11.73,9.29,11.54,1.57,0.59
1984-04-25,23.4,12.12,1.77,11.72,1.57,0.54
1984-04-26,23.3,12.43,1.91,11.78,1.67,0.52
1984-04-27,24.44,11.65,2.95,10.25,1.92,0.52
1984-04-28,24.54,11.03,3.8,10.86,2.04,0.52
1984-04-29,24.56,9.77,1.14,9.34,2.36,0.5
1984-04-30,25.08,9.48,16.32,10.31,2.04,0.55
1984-05-01,21.93,11.91,3.89,11.17,1.73,0.56
1984-05-02,23.98,9.76,0.28,9.83,1.91,0.52
1984-05-03,23.73,9.34,0.52,9.22,1.84,0.5
1984-05-04,24.33,9.28,0.15,9.46,1.59,0.48
1984-05-05,25.46,10.26,1.39,10.25,1.48,0.48
1984-05-06,24.96,10.45,5.37,10.8,1.37,0.5
1984-05-07,24.54,10.97,4.93,10.8,1.48,0.5
1984-05-08,23.02,11.53,4.99,11.29,1.59,0.53
1984-05-09,22.76,12.94,4.63,11.6,1.48,0.52
1984-05-10,22.43,13.01,3.56,11.78,1.23,0.53
1984-05-11,22.69,11.93,5,11.29,1.45,0.52
1984-05-12,23.11,10.12,1.35,10.62,1.64,0.52
1984-05-13,23.16,11.41,4.88,10.93,1.34,0.52
1984-05-14,21.37,11.93,3.93,11.41,1.33,0.53
1984-05-15,22.36,11.8,1.15,11.23,1.53,0.51
1984-05-16,21.01,11.2,1.74,10.86,1.48,0.51
1984-05-17,22.84,9.37,0.67,10.07,1.51,0.49
1984-05-18,22.97,9.23,1.64,9.83,1.5,0.49
1984-05-19,24.65,8.65,0.2,8,1.64,0.48
1984-05-20,23.9,9.35,1.56,9.52,1.23,0.47
1984-05-21,23.11,10.24,0.67,10.07,1.55,0.46
1984-05-22,23.8,9.57,2.44,10.01,1.38,0.47
1984-05-23,24.22,9.9,7.11,10.44,1.4,0.5
1984-05-24,22.62,11.1,11,10.93,1.25,0.54
1984-05-25,22.2,10.76,3.71,10.68,1.41,0.54
1984-05-26,23.31,10.07,0.12,10.13,1.3,0.5
1984-05-27,22.96,9.62,0.02,10.01,1.54,0.48
1984-05-28,23.32,10.39,0.08,10.31,1.02,0.48
1984-05-29,23.61,11.3,0.11,10.19,1.14,0.47
1984-05-30,23.23,11.37,0.23,9.83,1.98,0.46
1984-05-31,23.65,9.93,0.55,9.83,2.56,0.45
1984-06-01,24.32,10.45,0.05,9.09,2.36,0.45
1984-06-02,24.33,10.22,0.42,9.58,1.81,0.45
1984-06-03,22.02,10.4,7.06,10.25,1.42,0.48
1984-06-04,22.23,10.73,11.54,10.8,1.02,0.55
1984-06-05,19.68,11.11,1.34,10.62,1.09,0.52
1984-06-06,22.7,8.65,0.64,9.58,1.38,0.49
1984-06-07,21.91,8.97,1.25,10.31,1.15,0.48
1984-06-08,21.32,9.96,1.97,10.31,1.3,0.48
1984-06-09,21.48,9.39,1.61,10.19,1.44,0.48
1984-06-10,21.15,10.51,5.86,10.93,1.41,0.52
1984-06-11,21.23,10.38,0.72,10.44,1.32,0.49
1984-06-12,21.4,10.77,4.77,10.62,1.22,0.51
1984-06-13,22.4,10.19,0.8,10.56,1.27,0.49
1984-06-14,23.79,10.2,0.44,9.83,1.41,0.48
1984-06-15,22.19,10.09,3.32,10.56,1.56,0.48
1984-06-16,20.3,10.5,13.44,10.86,1.56,0.55
1984-06-17,18.07,10.18,4.96,10.5,1.2,0.55
1984-06-18,20.45,8.88,2.79,10.25,1.27,0.53
1984-06-19,21.15,9.98,4.44,11.05,1.05,0.54
1984-06-20,19.42,11.33,5.8,10.99,0.94,0.55
1984-06-21,19.79,9.51,2.15,10.44,1.15,0.54
1984-06-22,21.69,9.78,1.86,9.95,1.38,0.52
1984-06-23,20.51,9.3,1.13,9.58,1.52,0.52
1984-06-24,21.95,9.3,0.16,9.4,1.53,0.49
1984-06-25,22.23,9.48,0.24,9.4,1.23,0.48
1984-06-26,23.21,8.83,1.34,9.58,1.08,0.48
1984-06-27,20.31,10.19,3.21,10.25,1.06,0.49
1984-06-28,21.23,10.06,1.37,10.44,1.26,0.49
1984-06-29,21.14,9.55,2.15,9.77,1.38,0.49
1984-06-30,21.5,9.23,0.96,9.22,1.27,0.48
1984-07-01,23.01,8.08,0.18,8.97,1.73,0.47
1984-07-02,21.38,10.41,0.5,9.89,1.08,0.46
1984-07-03,20.72,11.12,3.73,10.44,1.23,0.48
1984-07-04,20.01,10.57,4.64,10.62,0.98,0.51
1984-07-05,21.26,9.3,6.33,10.44,1.26,0.52
1984-07-06,21.21,10.21,3.69,10.74,1.27,0.52
1984-07-07,21.93,9.49,1.69,9.95,1.21,0.5
1984-07-08,22.14,7.86,2.73,9.7,1.38,0.5
1984-07-09,21.55,9.71,4.25,10.25,1.39,0.52
1984-07-10,21.85,9.39,1.43,10.07,1.41,0.5
1984-07-11,22.37,11.38,0.37,10.31,1.3,0.48
1984-07-12,22.58,10.45,0.92,10.07,1.22,0.48
1984-07-13,22.12,10.51,1,10.01,1.06,0.48
1984-07-14,21.16,10.67,2.79,10.62,1.1,0.48
1984-07-15,19.5,10.48,6.8,10.8,1.4,0.52
1984-07-16,21.64,10.11,2.51,10.5,0.95,0.51
1984-07-17,20.52,10.02,4.25,10.44,1.11,0.52
1984-07-18,20.65,10.33,4.75,10.38,1.28,0.52
1984-07-19,20.61,10.33,4.4,10.5,1.08,0.52
1984-07-20,19.6,11.33,16.57,11.29,1.14,0.6
1984-07-21,18.83,10.89,20.64,11.23,1.14,0.65
1984-07-22,16.21,10.97,15.67,11.23,0.7,0.65
1984-07-23,18.83,10.88,7.95,11.11,0.97,0.62
1984-07-24,19.73,10.47,5.18,11.05,0.98,0.61
1984-07-25,19.88,9.85,4,10.68,1.38,0.59
1984-07-26,19.94,9.34,1.61,10.25,1.27,0.57
1984-07-27,20.99,9.47,2.91,10.62,1.17,0.57
1984-07-28,20.65,9.18,3.53,10.5,1.24,0.56
1984-07-29,21.18,10.05,2.05,10.56,1.04,0.55
1984-07-30,21.09,10.18,3.46,10.62,1.04,0.55
1984-07-31,21.38,9.9,2.9,10.5,1.03,0.55
1984-08-01,21.27,8.99,2.16,10.13,1.35,0.54
1984-08-02,20.83,10.3,2.42,10.62,1.3,0.54
1984-08-03,20.8,11.08,2.52,10.74,1.09,0.54
1984-08-04,21.16,10,5.58,10.74,1.33,0.55
1984-08-05,20.17,9.8,4.27,10.74,1.23,0.55
1984-08-06,20.81,10.01,12.14,10.99,1.1,0.58
1984-08-07,19.8,12,9.9,11.72,1.22,0.62
1984-08-08,20.1,11.11,2.74,11.35,1.07,0.58
1984-08-09,20.8,9.61,5.4,11.05,1.33,0.59
1984-08-10,21,10.51,1.54,10.68,1.38,0.56
1984-08-11,21.12,9.77,2.28,10.62,1.31,0.55
1984-08-12,20.97,9.19,8.34,10.56,1.12,0.58
1984-08-13,20.33,10.39,11.92,10.93,1,0.62
1984-08-14,21.08,9.84,8.49,10.86,1.17,0.61
1984-08-15,20.31,10.05,19.01,11.29,1.09,0.66
1984-08-16,19.07,10.74,16.51,11.17,1.33,0.66
1984-08-17,19.94,10.06,7.47,11.05,1.1,0.64
1984-08-18,19.93,9.65,9,10.8,1.55,0.64
1984-08-19,19.61,9.9,8.14,10.93,1.52,0.64
1984-08-20,21.08,9.29,3.89,10.8,1.12,0.62
1984-08-21,20.73,10.73,2.96,10.99,1.19,0.6
1984-08-22,20.99,9.69,5.4,11.05,1.02,0.61
1984-08-23,20.73,9.41,1.6,11.05,1.26,0.59
1984-08-24,21.45,10.12,2.03,10.93,1.2,0.59
1984-08-25,22.01,9.58,1.85,10.56,1.16,0.58
1984-08-26,21.43,8.82,4.47,10.68,0.99,0.59
1984-08-27,22,10.35,2.89,11.11,1.08,0.58
1984-08-28,21.02,11.46,6.74,11.6,1.16,0.59
1984-08-29,21.12,10.83,2.63,11.29,1.09,0.59
1984-08-30,21.34,9.25,1.87,10.86,1.1,0.58
1984-08-31,21.04,10.51,0.82,10.86,1.06,0.57
1984-09-01,21.51,9.64,0.42,10.93,1.23,0.56
1984-09-02,21.56,11.52,0.48,11.23,1.14,0.55
1984-09-03,21.01,10.96,1.76,11.41,1.06,0.55
1984-09-04,21.1,12.19,7.33,11.72,0.91,0.59
1984-09-05,20.96,12.02,9.7,11.84,1.24,0.62
1984-09-06,18.12,11.54,11.56,11.35,0.75,0.64
1984-09-07,21.47,10.14,7.75,11.17,0.56,0.62
1984-09-08,21.99,10.3,13.92,10.38,0.95,0.65
1984-09-09,21.32,7.33,10.66,10.01,0.95,0.65
1984-09-10,20.13,10.92,10.06,10.99,1.46,0.65
1984-09-11,21.71,8.08,0.9,9.95,1.39,0.61
1984-09-12,21.83,7.73,2.35,10.07,1.05,0.6
1984-09-13,22.04,8.97,2.06,10.62,0.85,0.59
1984-09-14,18.95,11.76,8,11.17,0.56,0.62
1984-09-15,18.68,9.67,1.95,10.62,1.22,0.61
1984-09-16,21.51,7.05,0.1,9.4,1.6,0.59
1984-09-17,23.06,8.51,0,8.67,2.05,0.57
1984-09-18,21.96,9.01,0.64,9.95,2,0.57
1984-09-19,22.76,8.11,0.04,9.52,1.64,0.55
1984-09-20,22.33,8.76,1.95,9.83,1.3,0.56
1984-09-21,23.44,7.74,1.69,9.52,1.38,0.55
1984-09-22,22.95,8.27,0.41,9.34,1.59,0.55
1984-09-23,23.41,8.07,3.34,9.46,1.17,0.55
1984-09-24,23.12,8.31,2.98,9.64,1.2,0.55
1984-09-25,21.9,9.28,2.01,10.19,0.99,0.55
1984-09-26,23.3,7.71,0.07,8.85,1.34,0.54
1984-09-27,23.33,7.75,0.8,8.54,1.54,0.53
1984-09-28,23.05,7.44,0.1,8.97,1.59,0.52
1984-09-29,22.77,7.61,0.32,9.16,1.43,0.52
1984-09-30,22.35,10.3,3.99,10.19,0.92,0.54
1984-10-01,21.18,11.03,4.91,10.62,0.9,0.55
1984-10-02,21.34,10.07,10.03,10.68,1.15,0.59
1984-10-03,22.12,9.92,2.04,10.07,1.72,0.56
1984-10-04,21.97,8.69,1.63,10.13,1.88,0.55
1984-10-05,23.04,11.05,1.03,10.19,2.04,0.55
1984-10-06,22.37,10.28,2.08,10.25,1.7,0.54
1984-10-07,20.14,12.76,15.09,11.9,1.6,0.61
1984-10-08,20.69,12.19,8.85,11.72,1.38,0.62
1984-10-09,20.57,11.11,6.61,11.29,1.53,0.62
1984-10-10,21.49,8.97,10.32,10.56,1.06,0.61
1984-10-11,21.16,8.59,27.9,10.99,1.07,0.68
1984-10-12,18.1,10.57,12.49,10.93,1.02,0.69
1984-10-13,20.29,9.88,1.07,10.8,1.95,0.62
1984-10-14,22.48,8.7,0.03,9.7,2.3,0.6
1984-10-15,22.97,8.19,0,8.48,2.73,0.59
1984-10-16,22.96,7.71,3.2,9.89,2.64,0.59
1984-10-17,21.59,9.51,0.21,10.31,1.88,0.58
1984-10-18,22.21,8.98,3.32,10.38,1.47,0.58
1984-10-19,21.62,8.16,1.33,9.95,1.41,0.57
1984-10-20,21.95,9.55,7.79,10.62,1.34,0.59
1984-10-21,20.32,11.33,7.86,11.17,1.53,0.62
1984-10-22,21.48,10.65,1.17,10.99,1.79,0.59
1984-10-23,18.83,11.15,10.58,11.35,2.03,0.62
1984-10-24,21.03,10.4,2.59,10.93,2.2,0.6
1984-10-25,20.62,10.33,13.18,11.17,2.54,0.64
1984-10-26,20.3,10.74,9.88,11.11,2.25,0.64
1984-10-27,21.07,10.57,1.89,10.8,2.8,0.61
1984-10-28,21.6,9.62,0.08,9.95,3.3,0.59
1984-10-29,22.76,8.66,0.09,9.52,3.03,0.58
1984-10-30,22.12,8.42,3.07,10.01,3.04,0.59
1984-10-31,23.11,9.4,0.79,10.44,2.78,0.58
1984-11-01,22.57,10.53,0.37,10.5,2.6,0.56
1984-11-02,21.63,10.4,0.94,11.05,2.23,0.56
1984-11-03,22.24,10.28,4.25,10.93,2.47,0.58
1984-11-04,21.56,10.12,4.99,10.86,2.84,0.59
1984-11-05,22.24,10.23,1.53,10.44,3.11,0.57
1984-11-06,21.62,10.25,4.71,10.74,2.85,0.59
1984-11-07,20.94,10.12,7.97,11.11,2.43,0.6
1984-11-08,20.67,11.25,11.61,11.6,2.29,0.63
1984-11-09,20.87,10.43,2.54,11.23,2.34,0.61
1984-11-10,21.48,10.26,1.98,10.99,2.67,0.59
1984-11-11,21.73,10.6,0.4,11.05,3.01,0.58
1984-11-12,20.83,11.21,5.2,11.47,2.65,0.59
1984-11-13,21.34,10.55,1.05,11.11,2.2,0.58
1984-11-14,21.22,10.39,11.31,11.47,1.33,0.62
1984-11-15,20.64,11.58,12.49,11.72,1.24,0.64
1984-11-16,19.55,12.78,9.74,12.08,1.7,0.65
1984-11-17,20.54,11.83,2.73,11.29,1.82,0.62
1984-11-18,20.06,10.89,8.04,11.11,1.98,0.64
1984-11-19,21.51,10.33,0.01,10.13,2.54,0.59
1984-11-20,21.94,9.99,0.37,10.5,2.06,0.59
1984-11-21,20.61,12.01,2.78,11.47,2.3,0.59
1984-11-22,21.23,10.82,0.08,10.74,2.96,0.58
1984-11-23,22.37,10.65,0.43,10.86,2.49,0.57
1984-11-24,21.84,10.46,2.59,10.86,2.43,0.57
1984-11-25,22.05,10,3.65,10.68,1.77,0.58
1984-11-26,21.33,11.34,5.22,11.35,1.84,0.59
1984-11-27,20.93,11.35,2.44,11.17,2.53,0.59
1984-11-28,21.73,10.3,3.47,10.93,1.79,0.58
1984-11-29,21.15,11.65,9.22,11.6,1.7,0.61
1984-11-30,21.08,10.92,1.72,11.05,1.98,0.59
1984-12-01,21.99,10.51,1.14,10.93,1.94,0.58
1984-12-02,21.31,10.37,2.11,11.11,2.27,0.58
1984-12-03,21.36,10.05,0.3,10.31,2.34,0.56
1984-12-04,22.13,8.88,0.05,9.09,2.23,0.55
1984-12-05,22.55,8.97,0.02,9.7,1.98,0.55
1984-12-06,21.86,10.31,1.13,10.62,1.43,0.55
1984-12-07,22.33,9.87,0.13,8.79,1.84,0.54
1984-12-08,22.93,8.19,0,8.24,1.71,0.53
1984-12-09,22.25,8.69,0.16,9.64,1.39,0.52
1984-12-10,21.55,11.56,6.18,11.6,1.12,0.55
1984-12-11,16.18,11.67,17.38,11.35,0.94,0.64
1984-12-12,19.11,10.61,24.75,10.99,2.37,0.68
1984-12-13,21.05,8.83,0.44,10.13,2.13,0.6
1984-12-14,21.48,7.24,0.21,9.09,2.08,0.59
1984-12-15,21.21,7.76,0.55,9.83,2.13,0.58
1984-12-16,20.93,10.46,0.83,10.5,2.77,0.57
1984-12-17,20.96,8.38,0,8.91,3.38,0.56
1984-12-18,20.61,6.69,0.03,7.51,2.93,0.55
1984-12-19,21.29,6.93,0,8.54,2.48,0.55
1984-12-20,21.05,9.33,0.51,9.95,3.14,0.55
1984-12-21,20.48,9.82,2.1,10.07,3.87,0.55
1984-12-22,21.75,9.32,0.03,9.77,3.84,0.54
1984-12-23,20.91,9.51,0.11,9.64,3.98,0.53
1984-12-24,21.9,7.54,0.02,8.42,3.48,0.52
1984-12-25,21.99,7.58,0.01,8.97,2.88,0.52
1984-12-26,21.61,8.93,0,9.58,2.4,0.52
1984-12-27,20.87,9.62,0.03,10.01,2.18,0.52
1984-12-28,22.77,10.15,0.05,9.7,2.3,0.51
1984-12-29,22.74,9.49,0.01,9.16,2.24,0.5
1984-12-30,24.01,9.3,0.01,8.54,2.35,0.5
1984-12-31,23.05,8.07,0.01,9.46,2.48,0.49
1985-01-01,23.27,8.95,0,8.12,2.37,0.48
1985-01-02,24.11,5.76,0,6.96,2.14,0.48
1985-01-03,23.42,5.62,0,7.32,2.3,0.48
1985-01-04,23.97,4.77,0,6.23,2.33,0.47
1985-01-05,24.05,5.08,0,6.65,2.1,0.47
1985-01-06,23.94,6.3,0.05,7.69,2.23,0.46
1985-01-07,24.15,7.23,0.49,8.36,2.48,0.46
1985-01-08,24.39,7.95,0.04,9.34,2.44,0.46
1985-01-09,24.68,9.12,0.06,9.34,2.58,0.45
1985-01-10,24.48,9.3,0.11,8.97,2.76,0.45
1985-01-11,24.19,9.39,0.03,8.67,3.4,0.45
1985-01-12,24.09,8.52,0.01,8.36,3.53,0.45
1985-01-13,23.43,8.09,0,8.3,3.84,0.45
1985-01-14,24.32,7.58,0,7.93,3.03,0.45
1985-01-15,24.23,7.88,0.27,8.3,2.41,0.45
1985-01-16,24.08,9.19,0.63,9.58,1.52,0.45
1985-01-17,24.68,10.46,0.74,9.77,2.07,0.45
1985-01-18,25.2,8.41,0.01,8.67,2.59,0.44
1985-01-19,24.54,8.03,0,8.42,3.16,0.44
1985-01-20,24.56,8.08,0.02,7.08,2.77,0.44
1985-01-21,25.9,6.3,0.31,7.51,2.31,0.43
1985-01-22,23.6,9.17,0.4,10.19,2.44,0.44
1985-01-23,23.48,11.01,0.35,10.5,2.73,0.44
1985-01-24,24.12,11.32,1.01,10.74,2.32,0.45
1985-01-25,23.5,11.62,8.06,10.74,2.1,0.48
1985-01-26,20.4,11.99,20.73,11.41,1.55,0.62
1985-01-27,22.46,11.44,9.12,11.54,1.91,0.59
1985-01-28,22.15,11.74,1.6,11.54,2.21,0.55
1985-01-29,21.21,11.08,0.22,10.68,2.21,0.53
1985-01-30,23.01,9.71,0.02,9.89,2.05,0.52
1985-01-31,23.27,10.3,0.07,10.13,1.62,0.5
1985-02-01,23.73,10.71,0.05,10.19,1.76,0.49
1985-02-02,24.3,9.91,2.27,9.89,1.95,0.48
1985-02-03,24.12,11.54,0.56,9.83,2.14,0.48
1985-02-04,24.33,10.51,0.56,8.91,1.74,0.47
1985-02-05,21.99,11.9,7.48,10.93,1.6,0.5
1985-02-06,19.09,12.46,11.44,11.23,1.73,0.59
1985-02-07,20.55,11.63,10.84,11.29,1.88,0.58
1985-02-08,17.81,10.52,9.52,9.83,2.32,0.6
1985-02-09,18.78,8.87,1.14,9.52,1.55,0.55
1985-02-10,20.92,10.08,0.03,10.07,1.69,0.54
1985-02-11,23.18,10.06,0.08,8.36,1.59,0.52
1985-02-12,23.53,9.68,0.7,9.4,1.8,0.51
1985-02-13,21.94,10.76,2.78,10.38,1.71,0.52
1985-02-14,23.17,9.34,3.86,9.46,1.89,0.53
1985-02-15,23.46,9.36,1.01,9.7,2.4,0.51
1985-02-16,22.58,9.41,0.25,9.64,2.54,0.49
1985-02-17,23.94,9.72,0.09,8.97,2,0.48
1985-02-18,24.83,9.43,0.43,7.14,1.4,0.47
1985-02-19,23.21,10.82,0.68,10.31,1.56,0.47
1985-02-20,24.04,11.12,0.1,8.61,1.66,0.46
1985-02-21,24.62,8.25,0.02,6.9,1.79,0.45
1985-02-22,25.07,8.01,0.02,6.29,1.7,0.45
1985-02-23,25.37,8.61,0,7.02,1.98,0.44
1985-02-24,25.59,8.1,0,7.75,2.29,0.44
1985-02-25,26.22,8.34,0.12,7.93,2.69,0.43
1985-02-26,26.16,8.41,0.45,8.97,2,0.43
1985-02-27,26.27,9.64,4.58,9.89,1.8,0.45
1985-02-28,25.11,11.8,0.1,9.77,2.72,0.45
1985-03-01,24.86,9.15,0.18,8.97,2.62,0.44
1985-03-02,23.6,8.69,0.84,8.73,2.59,0.44
1985-03-03,26.06,8.07,0.02,7.93,1.83,0.43
1985-03-04,26.18,10.19,0.18,8.24,2.23,0.42
1985-03-05,24.76,8.18,0.2,8.79,3.26,0.42
1985-03-06,25.67,10.3,0.09,9.03,3.41,0.42
1985-03-07,25.07,9.44,0.05,8.97,3.97,0.42
1985-03-08,25.9,10.1,0.09,8.91,4.19,0.42
1985-03-09,25.85,9.73,0,8.67,4.05,0.41
1985-03-10,25.24,10.02,0,9.03,4.11,0.41
1985-03-11,25.76,9.53,0.03,8.85,3.8,0.41
1985-03-12,25.01,9.35,0.07,8.36,4.08,0.41
1985-03-13,26.3,9.29,0.01,7.51,3.78,0.41
1985-03-14,26.33,8.16,0.07,8.3,3.41,0.41
1985-03-15,26.57,8.85,2.39,9.22,3.19,0.43
1985-03-16,26.94,10.55,0.22,9.09,3.05,0.41
1985-03-17,27.62,10.95,0.7,9.7,2.62,0.41
1985-03-18,27.63,11.28,0.75,9.77,2.3,0.41
1985-03-19,25.49,13.44,2.39,11.17,2.8,0.43
1985-03-20,27.07,11.97,2.38,10.62,2.48,0.43
1985-03-21,24.98,12.09,4.24,10.86,1.94,0.45
1985-03-22,25.48,11.4,7.34,11.17,2.45,0.48
1985-03-23,24.94,11.29,0.23,10.31,2.38,0.45
1985-03-24,25.68,10.49,0.95,9.89,2.09,0.44
1985-03-25,25.37,11.09,0.23,10.07,1.93,0.43
1985-03-26,24.52,11.49,2.25,10.68,1.67,0.45
1985-03-27,23.85,13.39,18.96,11.54,1.38,0.52
1985-03-28,22.49,12.68,60.42,11.9,1.47,0.72
1985-03-29,21.42,11.24,39.9,11.84,2.02,0.75
1985-03-30,22.97,11.05,1.24,11.9,1.43,0.66
1985-03-31,22.3,11.59,2.64,11.96,1.45,0.63
1985-04-01,21.78,11.12,9.15,11.72,1.32,0.63
1985-04-02,22.45,12.16,19.32,12.08,1.49,0.66
1985-04-03,22.96,10.83,4.12,11.41,1.74,0.63
1985-04-04,22.88,10.17,5.23,11.41,1.25,0.62
1985-04-05,23.51,10.79,9.39,11.35,0.95,0.62
1985-04-06,22.52,11.57,3.11,11.72,1.47,0.6
1985-04-07,20.27,11.8,4.28,11.29,1.55,0.59
1985-04-08,23.39,9.53,1.1,10.44,1.42,0.58
1985-04-09,21.78,12.32,18.29,11.96,1.03,0.64
1985-04-10,21.83,11.59,12.09,11.54,0.94,0.65
1985-04-11,21.93,12.33,4.1,11.9,0.89,0.62
1985-04-12,21.49,11.96,19.71,11.72,0.73,0.65
1985-04-13,20.01,12.25,48.09,12.27,0.98,0.78
1985-04-14,18.9,12.63,32.58,11.84,0.98,0.76
1985-04-15,20.41,12.25,22.55,12.33,1.02,0.77
1985-04-16,21.1,12.24,59.61,12.45,0.87,0.82
1985-04-17,20.8,12.94,15.19,12.51,1.1,0.79
1985-04-18,21.01,11.42,1.76,11.96,1.52,0.74
1985-04-19,20.81,10.72,6.63,11.84,1.24,0.73
1985-04-20,20.37,11.69,19.64,12.15,1.09,0.74
1985-04-21,21.11,12.48,12.13,12.27,1.48,0.74
1985-04-22,21.48,11.09,9.9,11.9,2.06,0.73
1985-04-23,20.88,11.38,17.07,11.17,1.76,0.74
1985-04-24,19.76,10.63,8.69,11.05,1.87,0.73
1985-04-25,21.51,9.38,0.73,10.8,1.74,0.7
1985-04-26,21.5,9.37,3.62,10.86,1.61,0.7
1985-04-27,21.34,9.28,3.51,10.93,1.67,0.69
1985-04-28,21.07,9.82,19.82,11.41,1.52,0.73
1985-04-29,21.54,10.6,1.9,11.23,1.94,0.7
1985-04-30,21.6,9.97,5.51,10.99,2.29,0.7
1985-05-01,20.42,10.15,2.31,10.86,2.05,0.7
1985-05-02,18.33,10.23,6.46,10.86,2.16,0.7
1985-05-03,20.18,9.29,4.06,10.8,1.91,0.7
1985-05-04,20.96,8.83,11.92,10.99,1.49,0.71
1985-05-05,20.07,10.82,13.75,11.54,1.4,0.74
1985-05-06,19.94,11.86,13.87,11.96,1.2,0.73
1985-05-07,20.97,11.09,14.05,12.02,0.9,0.75
1985-05-08,21.23,10.07,38.16,11.9,1.2,0.8
1985-05-09,20.52,11.99,26.65,12.39,1.52,0.81
1985-05-10,21.15,10.98,9.45,11.72,1.37,0.78
1985-05-11,20.68,11.6,52.2,12.02,1.34,0.83
1985-05-12,20.26,10.98,25.1,12.15,1.38,0.84
1985-05-13,20.79,11.39,3.33,11.96,1.42,0.8
1985-05-14,20.78,11.34,8.47,12.08,1.34,0.79
1985-05-15,20.73,11.1,19.05,11.96,1.29,0.8
1985-05-16,20.62,11.28,16.72,11.96,1.39,0.81
1985-05-17,20.09,11.23,9.7,11.84,1.52,0.8
1985-05-18,20.15,10.33,12.73,11.78,1.32,0.8
1985-05-19,20.04,11.13,7.04,11.84,1.66,0.8
1985-05-20,20.07,9.65,12.8,11.29,1.37,0.8
1985-05-21,20.9,10.45,5.89,11.78,0.9,0.8
1985-05-22,20.58,10.95,8.7,12.08,0.93,0.8
1985-05-23,19.71,11.96,8.14,11.78,1.34,0.8
1985-05-24,20.66,10.79,5.75,11.29,0.94,0.8
1985-05-25,20.01,11.85,10.7,11.96,1.12,0.8
1985-05-26,19.97,11.59,4.36,11.47,1.04,0.8
1985-05-27,20.11,10.4,3.13,11.35,1.27,0.79
1985-05-28,19.64,10.55,1.1,11.23,1.23,0.78
1985-05-29,19.3,11.82,3.31,11.84,1.24,0.79
1985-05-30,17.17,11.28,3.11,11.23,0.86,0.79
1985-05-31,19.23,11.08,3.89,11.29,0.77,0.79
1985-06-01,19.19,11.48,3.08,11.66,1.02,0.79
1985-06-02,19.18,11.37,1.01,11.66,1.18,0.78
1985-06-03,19.05,11.43,0.82,11.66,1.13,0.78
1985-06-04,20.43,11,1.02,11.23,0.97,0.77
1985-06-05,20.2,9.36,0.74,11.11,0.9,0.77
1985-06-06,20.4,9.84,7.14,11.54,0.91,0.78
1985-06-07,19.8,9.23,3.85,11.29,1.02,0.78
1985-06-08,19.62,9.99,1.99,11.23,1.16,0.77
1985-06-09,20.08,10.74,1.53,10.93,0.95,0.77
1985-06-10,20.05,10.84,0.66,11.05,0.77,0.77
1985-06-11,20.03,10.68,2.99,11.66,0.86,0.77
1985-06-12,19.36,11.81,5.92,11.96,0.79,0.78
1985-06-13,19.2,12.48,13.93,11.84,1.63,0.8
1985-06-14,19.66,10.25,4.22,11.54,1.03,0.79
1985-06-15,20.05,10.11,3.86,10.68,1.22,0.78
1985-06-16,19.8,9.79,3.89,10.19,1.02,0.78
1985-06-17,19.51,9.48,4.49,10.8,1.02,0.78
1985-06-18,17.37,11.4,14.8,11.41,1.2,0.8
1985-06-19,17.81,10.32,29.63,11.29,0.74,0.84
1985-06-20,18.12,11.32,22.24,11.6,1.09,0.84
1985-06-21,19.35,10.32,8.14,11.11,1.28,0.82
1985-06-22,19.08,8.31,0.84,10.01,1.77,0.8
1985-06-23,19.91,7.83,1.91,10.01,1.62,0.8
1985-06-24,19.31,9.19,3.81,10.62,1.33,0.8
1985-06-25,19.33,9.94,0.9,10.56,1.6,0.8
1985-06-26,19.3,9.52,0.53,10.44,1.72,0.79
1985-06-27,20.06,8.83,1.5,10.25,1.09,0.79
1985-06-28,19.61,9.75,4.03,11.11,0.91,0.79
1985-06-29,18.77,10.53,1.86,11.05,1.38,0.79
1985-06-30,18.9,9.17,2.05,10.86,1.45,0.79
1985-07-01,18.55,9.3,1.2,10.31,1.42,0.78
1985-07-02,19.75,7.78,1.43,10.13,1.27,0.78
1985-07-03,19.96,7.91,2.1,9.95,1.52,0.78
1985-07-04,18.53,8.48,1.13,9.95,1.63,0.78
1985-07-05,18.56,7.8,11.02,9.83,1.69,0.8
1985-07-06,19.76,8.13,2.59,9.7,1.81,0.79
1985-07-07,19.52,8.07,0.58,9.7,1.72,0.78
1985-07-08,20.19,8.35,1.12,9.46,1.18,0.77
1985-07-09,19.55,8.98,11.63,10.25,1.27,0.79
1985-07-10,18.77,7.98,1.97,9.95,1.3,0.78
1985-07-11,18.83,8.21,2.57,10.38,1.28,0.78
1985-07-12,19.24,10.82,8.8,11.11,0.99,0.79
1985-07-13,16.99,11.36,13.38,11.23,1.06,0.81
1985-07-14,18.24,10.02,2.88,10.44,0.96,0.8
