DATE,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M,WS2M,GWETTOP
2012-04-27,18.69,13.03,11.51,12.21,0.63,0.72
2012-04-28,21.23,10.33,17.24,11.96,0.94,0.73
2012-04-29,21.2,11.84,17.28,12.02,1.08,0.73
2012-04-30,19.01,12.51,14.06,12.21,0.87,0.73
2012-05-01,21.15,11.71,15.09,11.84,0.99,0.73
2012-05-02,20.12,11.46,11.8,12.08,1.27,0.73
2012-05-03,21.35,12.32,17.43,12.82,0.98,0.74
2012-05-04,18.38,12.2,19.58,12.02,1.2,0.76
2012-05-05,20.87,11.86,17.8,12.02,0.95,0.77
2012-05-06,18.87,13.01,10.52,12.33,0.9,0.75
2012-05-07,19.79,12.15,12.56,12.15,0.97,0.76
2012-05-08,19.91,11.86,3.14,12.02,0.76,0.73
2012-05-09,19.76,12.52,11.61,12.21,1,0.73
2012-05-10,20.12,11.3,6.52,12.15,1.29,0.74
2012-05-11,21.51,10.06,3.81,11.35,1.48,0.72
2012-05-12,20.15,10.05,7.01,11.66,0.95,0.73
2012-05-13,20.83,11.06,20.43,12.27,1.62,0.76
2012-05-14,20.86,12.15,13.59,12.82,1.42,0.77
2012-05-15,20.8,11.93,8.82,12.39,1.42,0.76
2012-05-16,19.45,11.98,8.87,11.96,1.35,0.75
2012-05-17,20.62,10.9,15.32,12.15,1.21,0.77
2012-05-18,20.15,12.36,11.29,12.45,1.31,0.76
2012-05-19,21.23,11.75,7.02,11.72,1.23,0.76
2012-05-20,20.2,11.55,7.85,11.72,1.35,0.76
2012-05-21,21.25,11.35,6.62,11.78,0.63,0.75
2012-05-22,21.27,13.05,3.84,12.15,1.05,0.74
2012-05-23,18.41,12.95,7.18,12.27,1.3,0.75
2012-05-24,20.07,12.67,5.2,12.21,1.13,0.75
2012-05-25,20.6,10.68,4.27,11.9,1.42,0.74
2012-05-26,20.81,11.33,0.96,11.6,1.37,0.73
2012-05-27,20.59,10.62,2.88,11.41,0.99,0.73
2012-05-28,19.89,11.74,5.29,11.47,1.25,0.74
2012-05-29,20.41,9.78,1.06,10.74,1.12,0.73
2012-05-30,21.49,9.78,0.03,10.5,1.22,0.72
2012-05-31,21.88,8.79,0.44,10.5,1.04,0.72
2012-06-01,21.23,11.03,2.14,11.35,0.83,0.72
2012-06-02,19.9,11.69,6.18,11.72,1.1,0.73
2012-06-03,17.72,11.55,5.8,11.9,0.83,0.73
2012-06-04,18.29,12.34,6.49,12.02,1.22,0.75
2012-06-05,19.12,11.49,1.19,11.41,1.04,0.73
2012-06-06,20.12,11.79,2.31,11.66,1.25,0.73
2012-06-07,18.26,11.51,0.69,11.78,1.55,0.73
2012-06-08,19.19,11.13,1.49,11.72,1.21,0.73
2012-06-09,20.39,11.69,1.71,11.84,1.02,0.73
2012-06-10,21.17,11.84,0.48,11.66,0.92,0.72
2012-06-11,21.15,11.15,0.39,11.35,0.95,0.72
2012-06-12,21.21,10.01,0.69,11.17,1.1,0.71
2012-06-13,20.84,10.16,0.38,11.41,1.2,0.7
2012-06-14,20.41,9.7,0.73,11.11,1.24,0.7
2012-06-15,20.96,8.94,7.46,10.68,1.21,0.72
2012-06-16,20.3,10.12,11.55,11.78,1.13,0.73
2012-06-17,18.83,12.58,20.15,12.33,0.95,0.77
2012-06-18,17.31,11.27,9.12,11.17,1.18,0.77
2012-06-19,19,9.87,26.58,11.41,1.21,0.8
2012-06-20,18.03,10.15,5.17,11.17,0.98,0.77
2012-06-21,18.23,10.48,4.59,11.41,0.73,0.77
2012-06-22,17.6,11.26,3.74,11.66,1.23,0.76
2012-06-23,17.29,10.6,5.36,11.54,0.63,0.76
2012-06-24,17.03,10.01,4.29,10.68,0.95,0.77
2012-06-25,19.4,10.68,11.41,11.54,0.93,0.77
2012-06-26,19,10.83,2.19,10.86,0.99,0.76
2012-06-27,19.5,9.48,0.92,10.8,1.2,0.75
2012-06-28,17.23,9.47,2.85,10.38,1.08,0.75
2012-06-29,18.32,7.96,3.77,10.38,0.93,0.76
2012-06-30,19.83,9.67,3.52,10.8,0.53,0.76
2012-07-01,18.3,10.87,4.62,11.6,0.94,0.76
2012-07-02,18.04,11.1,6.5,11.47,1.66,0.77
2012-07-03,19.45,9.79,1.11,10.68,1.34,0.76
2012-07-04,18.99,8.73,2.22,10.74,1.6,0.75
2012-07-05,18.32,10.47,0.93,10.68,2.05,0.75
2012-07-06,18.04,9.73,0.28,10.62,1.62,0.74
2012-07-07,19.23,8.95,0.41,11.05,1.67,0.74
2012-07-08,19.69,10.17,0.23,10.99,1.61,0.73
2012-07-09,19.3,10.37,0.48,11.41,1.27,0.73
2012-07-10,19.69,11.62,1.35,11.41,1.13,0.73
2012-07-11,20.83,9.76,1.59,11.41,1.16,0.73
2012-07-12,18.27,11.14,1.51,11.11,1.03,0.73
2012-07-13,19.17,10.8,2.01,11.35,0.9,0.73
2012-07-14,19.86,10.84,1.57,11.6,1.14,0.73
2012-07-15,20.21,10.55,2.27,11.47,1.29,0.73
2012-07-16,20.06,10.9,4.95,11.72,1.56,0.74
2012-07-17,19.26,10.52,3.6,11.23,1.74,0.73
2012-07-18,18.27,10.85,5.11,10.86,1.79,0.74
2012-07-19,19.46,10,4.19,11.29,1.05,0.74
2012-07-20,20.04,11.87,3.49,12.02,1.1,0.74
2012-07-21,19.57,11.83,3.59,11.47,1.7,0.74
2012-07-22,19.79,9.79,5.2,11.72,1.45,0.74
2012-07-23,17.23,11.22,8.84,11.72,1.08,0.77
2012-07-24,18.96,8.24,4.16,10.01,1.17,0.75
2012-07-25,17.96,8.96,1.23,10.01,1.82,0.74
2012-07-26,19.71,8.25,0.61,10.56,1.2,0.73
2012-07-27,19.06,10.12,1.7,11.41,1.63,0.73
2012-07-28,19.98,10.8,0.93,11.47,1.74,0.73
2012-07-29,19.28,10.51,0.56,11.66,1.52,0.73
2012-07-30,19.72,11.38,4.5,11.66,1.38,0.73
2012-07-31,19.3,9.53,6.87,11.11,0.96,0.75
2012-08-01,20.26,10.67,3.3,11.96,0.82,0.74
2012-08-02,18.34,10.96,7.14,11.23,1.33,0.75
2012-08-03,20.24,9.05,3.05,11.05,1.04,0.74
2012-08-04,19.22,9.77,1.59,11.41,1.06,0.74
2012-08-05,19.54,11.76,2.58,12.33,1.18,0.74
2012-08-06,18.7,11.69,3.1,11.6,1.2,0.74
2012-08-07,18.9,11.08,1.96,11.54,1.23,0.74
2012-08-08,19.41,11.02,3.96,11.29,0.56,0.74
2012-08-09,20.22,9.75,4.19,10.86,1.78,0.74
2012-08-10,20.84,8.21,0.56,9.58,1.98,0.73
2012-08-11,20.96,9.14,5.61,11.17,0.78,0.74
2012-08-12,19.37,11.79,10.59,11.78,0.94,0.76
2012-08-13,20.51,10.02,3.59,11.17,1.59,0.75
2012-08-14,21.12,7.08,0.49,9.64,1.13,0.73
2012-08-15,18.62,7.89,8.89,10.31,1.49,0.75
2012-08-16,17.82,10.27,21.83,11.05,1.33,0.79
2012-08-17,19.13,9.72,6.93,11.05,1.41,0.77
2012-08-18,17.94,10.92,17.01,11.29,0.79,0.79
2012-08-19,20.03,10.58,2.1,11.05,1.47,0.77
2012-08-20,20.28,9,0.82,10.38,1.75,0.76
2012-08-21,22.12,8.76,0.07,9.89,1.3,0.75
2012-08-22,20.23,10.11,3.06,10.74,1.05,0.75
2012-08-23,16.92,11.12,6,11.29,0.9,0.76
2012-08-24,19.43,9.83,3.5,10.86,1.13,0.76
2012-08-25,19.49,9.69,2.76,11.23,1.43,0.75
2012-08-26,19.84,12.05,5.05,11.9,1.25,0.76
2012-08-27,16.48,10.86,6,11.29,1.13,0.77
2012-08-28,18.84,9.69,4.16,10.13,1.38,0.76
2012-08-29,19.88,9.5,4.98,11.23,1.02,0.76
2012-08-30,20.86,8.74,8.28,10.86,1.11,0.77
2012-08-31,20.8,9.13,6.24,11.05,1.09,0.77
2012-09-01,21.44,11.12,6.18,11.41,0.7,0.77
2012-09-02,17.99,12.68,9.37,12.08,1.09,0.77
2012-09-03,19.88,11.4,5.28,11.05,0.83,0.77
2012-09-04,20.21,10.15,14.15,11.6,1.12,0.79
2012-09-05,20.16,10.83,11.23,11.29,0.84,0.79
2012-09-06,19.42,11.01,8.81,11.41,1.03,0.79
2012-09-07,17.38,12.07,5.81,11.41,1.04,0.79
2012-09-08,18.48,10.69,6.65,11.54,0.79,0.78
2012-09-09,18.93,11.43,2.58,11.78,1.16,0.77
2012-09-10,21.21,10.45,4.41,11.66,0.99,0.77
2012-09-11,20.46,11.03,4.45,11.6,1.07,0.77
2012-09-12,20.47,11.98,7.36,11.84,1.2,0.78
2012-09-13,21.05,9.65,6.74,11.41,1.38,0.78
2012-09-14,20.76,10.07,3.69,11.47,1.2,0.77
2012-09-15,20.01,11.03,5.56,11.17,1.72,0.78
2012-09-16,20.92,8.31,0.42,9.95,1.66,0.77
2012-09-17,21.76,8.42,0.12,10.19,1.05,0.76
2012-09-18,20.93,8.81,1.47,10.68,1.25,0.76
2012-09-19,22.4,8.24,0.51,10.19,0.98,0.76
2012-09-20,22.66,8.69,0.69,10.13,0.84,0.75
2012-09-21,21.62,9.45,1.19,10.44,0.78,0.75
2012-09-22,22.44,7.57,2.9,9.77,0.81,0.75
2012-09-23,21.94,9.99,4.69,11.11,1.06,0.76
2012-09-24,21.4,11.04,6.45,11.35,0.77,0.77
2012-09-25,18.88,12.45,3.87,11.66,0.34,0.76
2012-09-26,19.3,11.36,6,11.47,1.42,0.77
2012-09-27,21.55,8.18,3.36,10.8,1.04,0.76
2012-09-28,21.38,10.71,0.44,11.54,1.14,0.75
2012-09-29,21.15,11.47,0.18,11.29,1.07,0.75
2012-09-30,22.84,8.97,0.91,10.86,0.89,0.74
2012-10-01,22.51,9.33,0.17,9.58,1.95,0.73
2012-10-02,22.09,9.52,0.15,10.19,1.74,0.73
2012-10-03,21.45,7.69,1.08,10.62,0.83,0.73
2012-10-04,21.2,11.24,6.01,11.23,0.84,0.74
2012-10-05,20.73,11.83,4.61,11.84,1.62,0.74
2012-10-06,21.59,9.47,1.34,11.29,1.85,0.73
2012-10-07,21.72,10.52,0.68,11.66,1.83,0.73
2012-10-08,21.67,10.94,0.38,11.54,1.28,0.73
2012-10-09,22.97,9.11,0.8,10.86,0.66,0.72
2012-10-10,21.7,12.58,11.23,12.27,0.89,0.74
2012-10-11,20.77,13.11,7.61,12.33,1.42,0.75
2012-10-12,20.64,12.47,9.13,12.39,1.38,0.76
2012-10-13,20.48,12.5,10.93,12.02,0.63,0.77
2012-10-14,17.54,11.99,9.62,11.78,0.93,0.77
2012-10-15,19.36,11.64,7.91,11.84,1.39,0.77
2012-10-16,19.3,9.81,1.15,11.41,1.65,0.76
2012-10-17,21.63,8.39,1.28,10.68,2.05,0.74
2012-10-18,20.89,9.42,18.47,11.47,1.98,0.77
2012-10-19,20.25,12.06,6.95,12.33,1.95,0.77
2012-10-20,21.52,11.62,14.28,12.08,2.82,0.78
2012-10-21,21.19,11.28,10.95,11.78,2.67,0.78
2012-10-22,21.7,10.16,1.5,11.05,2.23,0.77
2012-10-23,21.14,8.49,6.36,10.93,1.73,0.77
2012-10-24,21.09,11.34,9.16,12.15,1.13,0.77
2012-10-25,21.91,11.62,6.1,11.9,1.39,0.77
2012-10-26,21.51,10.01,3.15,11.66,1.02,0.76
2012-10-27,21.35,12.4,9.69,12.02,0.91,0.77
2012-10-28,20.51,12.17,8.18,12.08,0.84,0.78
2012-10-29,20.73,10.14,9.28,11.23,0.73,0.78
2012-10-30,20.66,11.4,12.65,12.08,0.89,0.79
2012-10-31,20,12.51,7.86,12.27,1.21,0.79
2012-11-01,20.45,11.08,14.65,12.21,1.46,0.8
2012-11-02,19.3,12.31,20.37,12.02,1.34,0.81
2012-11-03,17.99,12.43,21.01,11.96,1.79,0.83
2012-11-04,18.83,11.51,9.43,11.96,1.6,0.81
2012-11-05,20.56,11.34,4.21,11.9,0.74,0.8
2012-11-06,20.08,12.53,8.81,12.33,0.91,0.8
2012-11-07,20.28,12.51,12.2,12.21,1.05,0.81
2012-11-08,20.81,12.38,15.85,12.08,0.63,0.82
2012-11-09,20.3,12.5,16.03,12.51,0.97,0.84
2012-11-10,19.08,12.33,2.76,12.27,1.79,0.81
2012-11-11,20.37,11.26,3.7,11.66,1.83,0.8
2012-11-12,21.09,10.54,0.5,11.72,1.73,0.8
2012-11-13,20.69,10.3,0.59,11.41,1.34,0.79
2012-11-14,21.32,9.35,0.88,11.11,1.21,0.79
2012-11-15,22.15,9.62,2.01,11.47,1.2,0.79
2012-11-16,22.58,11.58,1.37,12.45,1.27,0.79
2012-11-17,20.72,13.65,5.27,13,1.99,0.79
2012-11-18,20.11,11.95,3.27,12.63,2.32,0.79
2012-11-19,20.33,11.46,5.44,12.08,2.04,0.8
2012-11-20,21.14,11.25,1.68,11.9,1.7,0.79
2012-11-21,20.91,11.65,0.32,11.54,2.01,0.78
2012-11-22,21.15,10.45,0.08,11.11,2.07,0.78
2012-11-23,21.35,10.53,0.03,10.93,2.11,0.77
2012-11-24,20.97,11,0.3,11.78,1.73,0.77
2012-11-25,19.9,13.01,0.76,12.02,1.54,0.77
2012-11-26,20.34,11.88,0.67,12.08,1.27,0.77
2012-11-27,22.07,10.91,3.45,11.05,1.17,0.77
2012-11-28,18.44,12.35,64.62,12.39,0.9,0.88
2012-11-29,19.93,12.52,21.39,12.45,1.37,0.86
2012-11-30,20.3,11.43,4.54,12.15,2.31,0.83
2012-12-01,20.33,11.96,0.13,11.66,3.15,0.81
2012-12-02,19.82,10.81,2.38,11.9,2.08,0.8
2012-12-03,18.65,10.86,6.16,11.47,1.61,0.81
2012-12-04,20.93,10.37,3.49,11.78,1.16,0.8
2012-12-05,21.82,12.05,1.81,12.15,0.99,0.8
2012-12-06,21.9,11.94,4.04,12.33,1.19,0.8
2012-12-07,20.51,12.49,0.95,12.39,1.48,0.8
2012-12-08,20.73,11.6,0.64,11.9,1.55,0.79
2012-12-09,20.49,11.7,0.16,11.41,1.95,0.79
2012-12-10,20.19,11.33,0.28,11.17,2.18,0.79
2012-12-11,20.8,9.33,0.03,10.68,1.98,0.78
2012-12-12,18.44,10.3,0.41,10.86,1.99,0.78
2012-12-13,20.2,10.99,0.55,11.66,2.4,0.78
2012-12-14,20.74,10.51,0.75,11.96,2.44,0.78
2012-12-15,20.94,12.25,1.08,11.9,3.05,0.77
2012-12-16,21.49,10.7,0.69,11.54,1.77,0.77
2012-12-17,20.87,11.83,6.19,12.21,1.75,0.78
2012-12-18,19.7,11.37,2.35,11.78,3,0.78
2012-12-19,20.34,10.54,2.37,11.41,3.55,0.78
2012-12-20,20.6,9.45,0.25,10.19,2.51,0.77
2012-12-21,20.51,10.19,6.78,11.41,1.43,0.78
2012-12-22,18.91,12.1,28.06,11.96,1.41,0.83
2012-12-23,19.55,11.46,14.46,11.54,2.03,0.82
2012-12-24,20.12,11.03,7.47,11.35,1.6,0.8
2012-12-25,19.04,9.91,2.92,11.47,1.63,0.8
2012-12-26,20.01,11.82,20.04,12.02,1.5,0.82
2012-12-27,19.21,12.28,19.46,12.51,1.39,0.84
2012-12-28,19.12,13.02,10.29,12.51,1.61,0.83
2012-12-29,19.14,11.84,11.52,11.9,1.81,0.83
2012-12-30,18.83,11.73,1.5,11.35,2.33,0.81
2012-12-31,19.8,10.85,2.76,11.54,1.78,0.8
2013-01-01,19.74,11.69,1.05,11.9,1.87,0.8
2013-01-02,17.63,11.35,0.1,11.47,2.11,0.8
2013-01-03,18.94,9.08,0.01,10.13,2.19,0.8
2013-01-04,20.43,8.52,0.15,9.77,1.59,0.8
2013-01-05,21.04,10.14,0.03,11.11,1.55,0.79
2013-01-06,20.1,10.21,5.63,11.78,1.48,0.8
2013-01-07,20.47,12.15,2.38,11.9,1.74,0.8
2013-01-08,21.58,10.62,0.17,11.41,1.7,0.79
2013-01-09,21.44,10.61,0.95,11.41,1.65,0.78
2013-01-10,21.79,11.01,0.79,11.78,1.41,0.78
2013-01-11,21.01,12.13,2.04,12.08,1.59,0.78
2013-01-12,21.73,11.19,0.27,10.8,2.73,0.78
2013-01-13,21.18,9.93,0.52,10.68,2.76,0.77
2013-01-14,21.73,9.96,0.28,10.86,2.8,0.77
2013-01-15,20.97,11.5,1.94,11.96,2.98,0.77
2013-01-16,22.06,10.84,0.01,11.41,2.76,0.77
2013-01-17,19.97,11.1,0.18,12.33,2.07,0.77
2013-01-18,21.58,10.34,0.02,10.8,2.19,0.77
2013-01-19,20.9,8.94,0,9.28,2.48,0.76
2013-01-20,21.11,6.5,0.01,7.93,2.22,0.76
2013-01-21,21.55,6.32,0,8.3,2.17,0.76
2013-01-22,22,7.25,0,9.16,2.27,0.75
2013-01-23,22.58,7.66,0,9.77,2.35,0.75
2013-01-24,22.8,8.9,0,10.25,1.87,0.74
2013-01-25,21.5,8.73,0,11.11,1.68,0.74
2013-01-26,21.98,11.73,0.19,11.6,1.84,0.74
2013-01-27,21.4,9.23,1.21,11.23,1.68,0.74
2013-01-28,19.98,11.74,5.26,11.72,1.45,0.75
2013-01-29,21.12,11.85,4.08,11.84,1.36,0.75
2013-01-30,19.83,13.06,20.81,12.51,1.34,0.78
2013-01-31,17.76,12.55,9.56,11.96,1.59,0.79
2013-02-01,19.24,11.94,4.67,12.27,1.8,0.77
2013-02-02,19.61,11.65,0.08,11.54,1.91,0.76
2013-02-03,19.65,10.02,0.05,10.56,2.08,0.76
2013-02-04,21.95,7.9,0,9.64,2.74,0.75
2013-02-05,22.39,7.8,0,9.64,2.31,0.74
2013-02-06,22.38,8.48,0.07,10.56,2.09,0.73
2013-02-07,22.37,10.07,0.02,10.8,2.28,0.73
2013-02-08,22.39,8.72,0.02,9.7,2.38,0.73
2013-02-09,22.25,8.59,0,9.16,1.93,0.73
2013-02-10,22.56,7.91,1.17,10.19,1.34,0.72
2013-02-11,19.84,10.97,1.61,11.72,1.66,0.73
2013-02-12,22.94,11.16,0.45,11.29,1.72,0.72
2013-02-13,23.01,10.56,0.25,11.41,1.57,0.71
2013-02-14,22.73,11.25,0,11.05,1.82,0.7
2013-02-15,22.74,9.8,0.01,9.89,1.91,0.7
2013-02-16,23.08,8.89,0,9.64,1.84,0.7
2013-02-17,23.33,10.92,0,10.13,1.7,0.69
2013-02-18,23.27,9.56,0,9.89,1.92,0.69
2013-02-19,23.12,8.58,0.01,8.97,1.94,0.68
2013-02-20,23.26,9.26,0.26,9.34,1.59,0.68
2013-02-21,23.39,12.44,0.03,10.68,1.48,0.68
2013-02-22,23.37,10.28,0.01,10.68,1.95,0.67
2013-02-23,23.44,8.84,0,8.97,2.93,0.66
2013-02-24,23.28,6.9,0,7.57,2.96,0.66
2013-02-25,23.26,7.01,0,9.46,2.95,0.66
2013-02-26,22.98,9.62,0,10.13,3.17,0.66
2013-02-27,23.08,10.23,0,10.31,2.7,0.66
2013-02-28,23.79,8.65,0,10.13,1.67,0.65
2013-03-01,23.3,10.19,0,10.5,1.57,0.65
2013-03-02,24.07,9.08,0.01,9.46,1.98,0.64
2013-03-03,24.26,10.01,0.02,10.38,1.77,0.64
2013-03-04,24.14,10.4,0.04,10.68,2.11,0.63
2013-03-05,24.18,9.8,0.01,10.25,2.09,0.63
2013-03-06,24.16,10.32,0.01,10.62,1.52,0.62
2013-03-07,23.82,11.98,4.84,11.66,1.3,0.64
2013-03-08,24.07,13.47,0.81,12.57,1.73,0.64
2013-03-09,23.19,13.6,0.74,12.21,2.01,0.63
2013-03-10,23.87,10.91,1.72,11.35,1.71,0.63
2013-03-11,23.65,12.51,4.92,11.72,1.48,0.64
2013-03-12,23.75,12.65,6.61,11.54,1.71,0.66
2013-03-13,24.42,10.65,0.13,11.05,2.14,0.63
2013-03-14,23.8,11.69,0.31,11.41,2.12,0.62
2013-03-15,23.72,10.66,0.13,11.41,2.77,0.62
2013-03-16,23.98,11.08,0.21,11.23,2.75,0.62
2013-03-17,23.31,10.9,2.35,12.21,1.56,0.62
2013-03-18,23.97,11.93,10.05,12.27,1.46,0.65
2013-03-19,21.36,14.26,6.16,12.57,1.88,0.66
2013-03-20,19.5,12.63,11.24,12.33,1.82,0.68
2013-03-21,22.3,11.67,13.11,11.84,1.7,0.69
2013-03-22,23.08,10.98,6.32,11.6,1.66,0.69
2013-03-23,22.42,10.66,1.46,11.66,1.89,0.66
2013-03-24,24.07,10.84,0.51,11.84,1.55,0.65
2013-03-25,23.25,12.4,1.13,11.9,1.35,0.64
2013-03-26,21.77,11.14,12.21,11.78,1.29,0.67
2013-03-27,20.44,12.62,14.06,12.08,1.27,0.7
2013-03-28,18.09,12.27,12.66,11.9,1.09,0.72
2013-03-29,21.46,11.33,10.74,12.33,0.83,0.71
2013-03-30,20.16,11.81,27.95,12.02,1.27,0.75
2013-03-31,20.73,12.75,18.87,12.51,1.1,0.76
2013-04-01,18.73,11.65,19.58,11.72,1.9,0.78
2013-04-02,19.95,11.37,10.01,11.78,1.09,0.75
2013-04-03,21.31,12.86,11.48,12.63,0.87,0.75
2013-04-04,20.63,12.61,12.56,12.94,1.29,0.75
2013-04-05,21.75,13.01,7.52,12.39,1.1,0.74
2013-04-06,21.9,12.14,7.94,12.45,1.2,0.73
2013-04-07,21.43,13.09,10.32,12.57,1.2,0.74
2013-04-08,20.1,13.32,19.72,12.57,1.3,0.77
2013-04-09,21.51,12.34,18.33,12.33,1.36,0.78
2013-04-10,20.03,12.87,19.49,12.27,1.29,0.79
2013-04-11,19.57,12.58,50.47,12.33,0.87,0.85
2013-04-12,19.41,13.26,13.89,12.33,1.2,0.82
2013-04-13,20.56,12.07,19.24,12.15,1.35,0.81
2013-04-14,20.64,11.48,23.96,11.9,0.74,0.84
2013-04-15,20.59,12.24,16.38,12.57,1.83,0.81
2013-04-16,20.69,12.37,3.47,12.7,2.31,0.8
2013-04-17,21.26,12.12,7.11,12.82,2.1,0.79
2013-04-18,21.77,11.79,22.28,12.76,1.27,0.82
2013-04-19,20.79,13.48,13.1,13,1.17,0.82
2013-04-20,20.23,12.42,3.02,12.39,1.45,0.8
2013-04-21,21.51,11.42,2.93,11.84,0.9,0.79
2013-04-22,21.07,11.55,3.43,12.45,0.95,0.79
2013-04-23,21.24,12.98,4.24,12.94,1.45,0.79
2013-04-24,21.9,12.45,1.12,12.39,1.59,0.78
2013-04-25,21.44,11.58,5.95,12.33,0.99,0.79
2013-04-26,22.3,10.7,9.18,12.27,0.93,0.8
2013-04-27,18.46,13.35,5.81,12.7,1.24,0.8
2013-04-28,21.15,11.87,5.59,12.45,1.41,0.8
2013-04-29,20.53,12.3,12.48,12.7,1.19,0.8
2013-04-30,20.69,13.03,12.46,12.7,1.07,0.81
2013-05-01,19.58,12.23,11.11,12.21,1.16,0.82
2013-05-02,20.58,11.98,9.53,12.27,1.2,0.82
2013-05-03,19.51,12.79,4.73,12.33,0.58,0.8
2013-05-04,20.4,12.74,5.3,12.51,1.02,0.8
2013-05-05,20.64,12.65,5.28,12.51,1.2,0.8
2013-05-06,18.81,11.23,13.61,11.84,1.29,0.82
2013-05-07,20.08,9.99,8.94,11.54,1.13,0.82
2013-05-08,21,11.97,18.48,12.45,1.12,0.84
2013-05-09,21.37,11.8,8.72,12.57,1.16,0.83
2013-05-10,20.91,12.15,10.27,12.76,1.23,0.83
2013-05-11,21.14,12.33,2.04,12.39,1.52,0.82
2013-05-12,21.98,10.1,0.91,11.11,1.63,0.81
2013-05-13,22.09,9.3,0.06,10.62,1.56,0.8
2013-05-14,21.58,10.38,0.46,11.54,1.26,0.8
2013-05-15,21.86,10.9,0.14,11.11,1.23,0.8
2013-05-16,21.3,9.45,0.14,10.5,1.47,0.8
2013-05-17,21.64,8.84,0.02,10.56,1.71,0.79
2013-05-18,21.59,8.32,0.26,10.31,1.45,0.79
2013-05-19,21.28,9.59,3.44,11.23,1.52,0.79
2013-05-20,20.08,11.84,3.09,11.78,1.15,0.79
2013-05-21,19.82,11.9,2.31,11.84,1.2,0.79
2013-05-22,20.76,10.96,0.19,11.96,1.21,0.79
2013-05-23,21.61,11.53,1.47,11.96,1.17,0.78
2013-05-24,21.93,11.26,1.81,11.41,0.87,0.78
2013-05-25,22.42,10.04,2.27,10.99,0.62,0.78
2013-05-26,21.96,10.98,2.75,11.72,0.8,0.78
2013-05-27,21.28,12.23,2.76,12.15,1,0.78
2013-05-28,22.33,10.41,1.18,11.54,1.4,0.77
2013-05-29,21.5,9.99,0.32,11.05,1.59,0.77
2013-05-30,20.44,10.79,0.91,11.41,0.93,0.77
2013-05-31,20.48,9.68,0.93,10.93,1.45,0.77
2013-06-01,21.3,8.16,0.36,10.31,1.64,0.77
2013-06-02,21.71,8.23,0.12,10.5,1.07,0.77
2013-06-03,19.88,9.82,2,10.93,1.17,0.77
2013-06-04,20.01,8.83,1.31,10.93,1.08,0.77
2013-06-05,20.2,10.44,5.55,11.47,0.98,0.77
2013-06-06,20.6,11.8,5.44,12.08,0.78,0.77
2013-06-07,19.08,11.2,7.5,11.72,1.7,0.78
2013-06-08,19.58,11.1,3.68,11.66,1.31,0.77
2013-06-09,17.94,12.36,4.61,11.96,1.16,0.78
2013-06-10,19.73,11.77,2.26,11.96,0.86,0.77
2013-06-11,18.4,12.32,1.57,11.6,0.97,0.77
2013-06-12,18.55,10.98,2.96,11.66,0.78,0.77
2013-06-13,17.26,11.33,1.8,11.66,1.12,0.77
2013-06-14,19.37,11.43,1.24,11.9,0.96,0.77
2013-06-15,18.89,11.93,3.07,12.21,1.42,0.77
2013-06-16,17.59,12.3,2.77,12.15,1.52,0.77
2013-06-17,19.7,12.4,4.05,12.27,1.82,0.77
2013-06-18,18.46,11.65,4.02,11.66,1.7,0.77
2013-06-19,18.49,9.81,4.29,11.29,0.96,0.77
2013-06-20,18.16,12.16,1.85,11.6,0.52,0.77
2013-06-21,19.2,11.59,1.61,11.35,1.16,0.77
2013-06-22,20.37,8.81,0.14,10.13,1.99,0.77
2013-06-23,20.31,8.53,0.22,10.56,1.15,0.76
2013-06-24,20.38,9.44,1.32,11.17,0.82,0.76
2013-06-25,20.17,10.83,4.19,11.78,1.09,0.77
2013-06-26,19.94,11.91,1.95,12.15,1.2,0.77
2013-06-27,20.31,11.3,1.78,11.84,0.95,0.77
2013-06-28,20.46,12,1.33,12.02,1.05,0.76
2013-06-29,20.96,11.01,2.25,11.72,1,0.76
2013-06-30,20.03,10.94,6.29,11.41,1.1,0.77
2013-07-01,19.09,12.23,1.54,11.29,1.29,0.76
2013-07-02,19.45,10.36,1.39,10.8,1.2,0.76
2013-07-03,20.46,9.94,1.94,11.11,1.05,0.76
2013-07-04,20.1,10.86,1.62,11.17,0.75,0.75
2013-07-05,20.8,9.62,1.98,10.19,1.01,0.75
2013-07-06,20.31,9.83,1.49,10.93,0.82,0.75
2013-07-07,19.44,10.92,2.03,11.11,0.63,0.75
2013-07-08,19.24,10.78,4.84,11.29,1.22,0.76
2013-07-09,16.64,10.31,2.76,10.86,1.59,0.76
2013-07-10,19.13,8.36,0.28,10.31,1.91,0.75
2013-07-11,19.25,8.27,0.77,10.01,1.6,0.74
2013-07-12,19.08,8.15,1.11,10.62,1.54,0.74
2013-07-13,18.25,10.6,1.29,10.99,1.81,0.74
2013-07-14,18.64,8.55,0.25,9.77,1.95,0.74
2013-07-15,19.79,6.77,0.42,9.09,1.83,0.73
2013-07-16,19.79,6.22,0.39,8.54,1.66,0.73
2013-07-17,20.03,6.72,0.87,9.09,1.79,0.73
2013-07-18,18.92,7.16,1,9.95,1.72,0.73
2013-07-19,19.59,8.71,3.55,10.86,1.27,0.73
2013-07-20,19.83,9.83,2.57,11.29,1.46,0.73
2013-07-21,18.24,11.13,4.21,11.29,1.75,0.74
2013-07-22,18.73,9.96,2.29,10.99,1.7,0.74
